timestamp,aircraft_id,flight_phase,vibration_rms,thermal_celsius,acoustic_db,pressure_psi,fault_detected,fault_type,severity
2024-01-01 00:00:00,7,cruise,0.2501937721141246,437.8342305294329,69.48208535108223,3118.8250848149682,0,none,0.4207828140763116
2024-01-01 00:00:01,4,cruise,0.09925532975294656,491.36573530703345,61.676321681661705,3045.308251421956,0,none,0.348026493053496
2024-01-01 00:00:02,8,climb,0.24142776143489447,445.2632569626128,81.18678898213635,3234.9076796519767,0,none,0.21789909519754136
2024-01-01 00:00:03,5,climb,0.14557839882948012,352.82298954858356,84.1120642756214,3045.157509591562,0,none,0.8412010218929152
2024-01-01 00:00:04,7,climb,0.2096165682477834,432.8920003244505,79.38382803090796,2993.8504898038186,0,none,0.7924670005431113
2024-01-01 00:00:05,10,landing,0.25721724254459094,366.7173630272506,73.56499070814294,2790.527600727758,1,crack_detection,0.6484037233928863
2024-01-01 00:00:06,3,cruise,0.08054096520300356,395.5927662154028,69.58136574655374,3242.8783687646905,0,none,0.16935785034090922
2024-01-01 00:00:07,7,descent,0.2392929443871948,341.2657453022717,78.0838783990788,2811.9161945892934,0,none,0.9519882472610021
2024-01-01 00:00:08,8,cruise,0.3019164492315416,366.06511694311865,80.27339489150899,3047.4956724852773,0,none,0.31585999848096913
2024-01-01 00:00:09,5,cruise,0.17333495001670682,444.8488269152801,71.70095561835427,3160.1912128840113,0,none,0.7710917218837077
2024-01-01 00:00:10,4,takeoff,0.2288345073392062,421.89782534244785,76.37529034158152,3357.867165726657,1,blade_damage,0.6050704151384054
2024-01-01 00:00:11,8,climb,0.26676431653496946,451.2115116963609,72.82644735047278,3045.3258840744816,0,none,0.7816459650043845
2024-01-01 00:00:12,8,descent,0.1203527475895013,330.1093998757683,78.76967802491728,3278.2584425751284,0,none,0.48160924611021194
2024-01-01 00:00:13,3,cruise,0.23786848792668766,306.4779555285322,64.70578876373668,3005.4772776144305,0,none,0.9255598038483326
2024-01-01 00:00:14,6,cruise,0.2511883116298891,455.08578560845564,76.98336263270384,2887.9146355566904,1,ignition_failure,0.8584474673732855
2024-01-01 00:00:15,5,descent,0.23193101099683835,451.38364348439745,73.1702587638748,3553.28432790311,1,oil_leak,0.5508808649484781
2024-01-01 00:00:16,2,climb,0.2043311346102561,410.5768722645856,84.16034434996519,2756.3826847776154,0,none,0.43037777520512577
2024-01-01 00:00:17,8,landing,0.1499793609096937,420.96128243755123,76.55994843598123,3584.26487458312,0,none,0.10058980639423765
2024-01-01 00:00:18,6,cruise,0.26957116767681216,443.2519072565431,78.53870584821402,3325.673384055932,0,none,0.903471313169721
2024-01-01 00:00:19,2,cruise,0.2017251782615829,409.07620462940736,70.2842338816356,2885.0395118202473,0,none,0.0692963219578211
2024-01-01 00:00:20,5,cruise,0.15480597936882023,426.8333624051202,73.89286248453264,3129.969610611076,0,none,0.018241608245331387
2024-01-01 00:00:21,1,takeoff,0.18409870847927157,440.7411360124053,76.9725337241045,2720.4491582701776,0,none,0.4964330652134624
2024-01-01 00:00:22,10,takeoff,0.21841927456673385,395.32427518242713,73.20289214280268,3118.6064604057165,0,none,0.603129106492941
2024-01-01 00:00:23,6,cruise,0.12194075215578948,382.72025549647736,73.78867864332338,3064.41990156613,0,none,0.2232143923069274
2024-01-01 00:00:24,9,descent,0.20089651762920588,419.1026517879769,76.31481581808411,3173.2948343710036,0,none,0.570549084746425
2024-01-01 00:00:25,1,descent,0.17915613914710055,513.2307015378916,66.43372739193275,2919.204398056569,1,compressor_stall,0.5248079980025111
2024-01-01 00:00:26,10,takeoff,0.2668013240682995,357.61581788742825,72.37792271940721,3031.8049082777998,0,none,0.6261151488956315
2024-01-01 00:00:27,3,cruise,0.10625547013561355,378.46299206230736,78.9439822087639,3095.254934475586,0,none,0.45574083625530604
2024-01-01 00:00:28,7,takeoff,0.24693788212512421,312.1794646807723,73.03177820448607,2902.3073821866096,0,none,0.1444289843911828
2024-01-01 00:00:29,4,preflight,0.27085474128012577,421.74016984614906,86.6828611127859,3281.219070400378,0,none,0.16894172932228724
2024-01-01 00:00:30,9,cruise,0.10814556814260688,373.5033104127916,75.45372226100669,3026.0277055918514,0,none,0.4843547016086196
2024-01-01 00:00:31,3,cruise,0.11414087570964623,329.98338276077203,65.73987413433208,3068.8747944224856,0,none,0.463121358596266
2024-01-01 00:00:32,5,takeoff,0.289295002328324,396.8204757383223,77.21937400446618,2833.44442444613,0,none,0.5223886657214768
2024-01-01 00:00:33,3,preflight,0.15478139756985337,474.7315782525136,69.72038609398244,2669.7317009156004,1,crack_detection,0.690621815752048
2024-01-01 00:00:34,7,landing,0.35474145602442253,382.398700936786,76.69996774432592,2730.731839640861,0,none,0.34127889603146055
2024-01-01 00:00:35,5,preflight,0.10970799822399169,386.9742983028812,72.17135902897306,3119.262897645674,0,none,0.6958636300542076
2024-01-01 00:00:36,9,cruise,0.20850237024935603,472.78534641181466,72.50287927134033,2841.941840514067,0,none,0.21221111691878958
2024-01-01 00:00:37,7,cruise,0.19883031313736413,399.7495897718963,80.17578841181427,3145.775541941893,0,none,0.8523288353947915
2024-01-01 00:00:38,2,takeoff,0.18959021162175216,339.61798482976286,67.08257049727976,3330.9483092237097,0,none,0.19439611609110363
2024-01-01 00:00:39,4,climb,0.22314811803528914,434.44995946812855,72.57372621351533,3154.1953039196933,0,none,0.41588739957421195
2024-01-01 00:00:40,9,cruise,0.2260323212364534,456.22966473615793,72.01490051446058,3085.2621286786875,1,oil_leak,0.8719627376296482
2024-01-01 00:00:41,2,descent,0.1916170508685448,389.9812408117843,81.6851956295251,3131.1364550948883,1,ignition_failure,0.9342665023826984
2024-01-01 00:00:42,10,cruise,0.14929130280863648,406.5246509857684,73.25542799445488,3220.804723493292,1,ignition_failure,0.7700634631001123
2024-01-01 00:00:43,9,cruise,0.252388018212069,334.4406083241574,70.29211374700209,3062.343831224547,1,crack_detection,0.919966211350748
2024-01-01 00:00:44,10,landing,0.23140263315414183,356.4706336581541,76.15621758646346,3132.7389916839757,0,none,0.4751334825947837
2024-01-01 00:00:45,5,descent,0.20572918453080372,383.3480196876436,70.52856908025687,2886.9168775358703,0,none,0.42124045384397535
2024-01-01 00:00:46,2,cruise,0.22981837412086797,403.8465302602692,71.25314622116719,2804.757541206369,0,none,0.8551655230942478
2024-01-01 00:00:47,4,cruise,0.23844707250455655,369.0126135369537,78.45059108279925,2898.841354359471,1,blade_damage,0.5126456082837959
2024-01-01 00:00:48,7,cruise,0.161913397825934,381.461036764579,60.66964196055539,2934.7285221368766,0,none,0.7931814212891162
2024-01-01 00:00:49,8,cruise,0.22803401867409032,393.80914534082973,70.17985833835232,2926.5669818014953,0,none,0.6553295838909564
2024-01-01 00:00:50,3,cruise,0.17234821372408288,350.09871968375205,71.61615848697929,3229.3285055048786,0,none,0.34832037734432897
2024-01-01 00:00:51,1,cruise,0.24010166782934,386.55995512712923,82.72563433512354,2456.847251783492,0,none,0.919102061155443
2024-01-01 00:00:52,4,preflight,0.19038002067883847,457.79699831053335,77.22665407927452,2957.2535502956875,0,none,0.17694562064559327
2024-01-01 00:00:53,2,cruise,0.230585978684086,370.19888017504064,74.84136673774212,3148.656099359925,0,none,0.31028828775652517
2024-01-01 00:00:54,8,climb,0.17831023501452387,354.9534527575316,74.48399025038302,3141.3526259795967,0,none,0.3748410665384486
2024-01-01 00:00:55,4,takeoff,0.23318512179688367,504.2562230638516,75.61734269069146,2836.213454867067,0,none,0.6477962810907285
2024-01-01 00:00:56,2,takeoff,0.15106153854419957,411.28012458596237,76.2280123116345,3347.7435633924124,1,oil_leak,0.7276847392683219
2024-01-01 00:00:57,6,cruise,0.20180844399317313,361.358083894541,75.62767768995275,2723.2494457589155,0,none,0.5934478627279508
2024-01-01 00:00:58,6,cruise,0.2490316257554967,432.1750268298594,84.73286963231625,2930.0065731790883,0,none,0.8563060856267709
2024-01-01 00:00:59,10,climb,0.22336023286229628,412.80536225353586,72.8039828082207,2938.034303262714,0,none,0.904973289726333
